fact_id,text
fact_place_place_albis_canton_of_zurich_switzerland_the_sihlwald_is_located_on_the_albis_slope,The Sihlwald is located on the Albis slope.
fact_place_place_zimmerberg_canton_of_zurich_switzerland_the_low_moraine_ridge_of_the_zimmerberg_extends_up_towards_hütten_and_schindellegi,The low moraine ridge of the Zimmerberg extends up towards Hütten and Schindellegi.
fact_place_place_hütten_canton_of_zurich_switzerland_the_low_moraine_ridge_of_the_zimmerberg_extends_up_towards_hütten,The low moraine ridge of the Zimmerberg extends up towards Hütten.
fact_place_place_schindellegi_canton_of_zurich_switzerland_the_low_moraine_ridge_of_the_zimmerberg_extends_up_towards_schindellegi,The low moraine ridge of the Zimmerberg extends up towards Schindellegi.
fact_place_place_lake_zurich_canton_of_zurich_switzerland_sunlit_villages_are_speckled_lakewards,Sunlit villages are speckled lakewards.
fact_place_place_quaibrücke_zürich_switzerland_quaibrücke_is_located_downstream_of_the_old_town_toward_the_limmat,Quaibrücke is located downstream of the old town toward the Limmat.
fact_place_place_limmat_zürich_switzerland_the_quaibrücke_is_located_toward_the_limmat,The Quaibrücke is located toward the Limmat.
fact_place_place_zwingli_monument_zürich_switzerland_the_zwingli_monument_was_built_in_1885,The Zwingli monument was built in 1885.
fact_place_place_zwingli_monument_zürich_switzerland_it_is_a_high_bronze_statue_of_the_great_reformer,It is a high bronze statue of the great reformer.
fact_place_place_zwingli_monument_zürich_switzerland_it_is_framed_by_dark_groups_of_trees,It is framed by dark groups of trees.
fact_place_place_zwingli_monument_zürich_switzerland_it_is_located_in_front_of_the_old_wasserkirche,It is located in front of the old Wasserkirche.
fact_place_place_wasserkirche_zürich_switzerland_the_old_wasserkirche_now_houses_the_city_library,The old Wasserkirche now houses the city library.
fact_place_place_wasserkirche_zürich_switzerland_it_is_located_in_front_of_the_zwingli_monument,It is located in front of the Zwingli monument.
fact_place_place_helmhaus_zürich_switzerland_the_helmhaus_adjoins_to_the_north_of_the_wasserkirche,The Helmhaus adjoins to the north of the Wasserkirche.
fact_place_place_münsterbrücke_zürich_switzerland_from_the_münsterbrücke_offers_a_characteristic_city_view,From the Münsterbrücke offers a characteristic city view.
fact_place_place_grossmünster_zürich_switzerland_the_grossmünster_has_two_gothic_towers,The Grossmünster has two Gothic towers.
fact_place_place_grossmünster_zürich_switzerland_the_towers_formerly_ended_in_pointed_spires_and_are_now_crowned_with_wooden_domes,The towers formerly ended in pointed spires and are now crowned with wooden domes.
fact_place_place_grossmünster_zürich_switzerland_it_is_the_church_of_the_former_collegiate_chapter,It is the church of the former collegiate chapter.
fact_place_place_grossmünster_zürich_switzerland_it_was_the_place_of_zwingli_s_activity_from_1519_to_1531,It was the place of Zwingli’s activity from 1519 to 1531.
fact_place_place_grossmünster_zürich_switzerland_it_was_built_in_romanesque_style_in_1078_on_the_site_of_an_older_burnt_church,It was built in Romanesque style in 1078 on the site of an older burnt church.
fact_place_place_grossmünster_zürich_switzerland_on_the_southern_tower_there_is_a_stone_carving_of_emperor_charlemagne_with_a_sword_on_his_knees_and_a_golden_crown_on_his_head,"On the southern tower, there is a stone carving of Emperor Charlemagne with a sword on his knees and a golden crown on his head."
fact_place_place_cloister_upper_daughters_school_in_the_noteworthy_cloister_upper_daughters_school_stands_a_fountain_with_the_statue_of_emperor_charlemagne_in_sandstone,In the noteworthy cloister (upper daughters' school) stands a fountain with the statue of Emperor Charlemagne in sandstone.
fact_date_date_1885_1885_1885_the_zwingli_monument_was_built_in_1885,The Zwingli monument was built in 1885.
fact_date_date_1519_1531_1519_1531_zwingli_s_activity_at_the_grossmünster_took_place_from_1519_to_1531,Zwingli’s activity at the Grossmünster took place from 1519 to 1531.
fact_date_date_1078_1078_1078_the_grossmünster_was_built_in_romanesque_style_in_1078_on_the_site_of_an_older_burnt_church,The Grossmünster was built in Romanesque style in 1078 on the site of an older burnt church.
fact_place_place_limmatquai_zurich_switzerland_down_the_limmatquai_some_guild_houses_follow,"Down the Limmatquai, some guild houses follow."
fact_place_place_town_hall_zurich_switzerland_the_venerable_town_hall_is_built_over_the_limmat,The venerable town hall is built over the Limmat.
fact_place_place_town_hall_zurich_switzerland_it_is_the_third_building_on_this_site,It is the third building on this site.
fact_place_place_town_hall_zurich_switzerland_the_first_was_entirely_wooden,The first was entirely wooden.
fact_place_place_town_hall_zurich_switzerland_the_large_town_hall_was_wooden_until_1502,The large town hall was wooden until 1502.
fact_place_place_town_hall_zurich_switzerland_in_1504_it_received_glass_windows_previously_only_covered_with_cloth,"In 1504 it received glass windows, previously only covered with cloth."
fact_place_place_town_hall_zurich_switzerland_the_previous_building_was_demolished_in_1694,The previous building was demolished in 1694.
fact_place_place_town_hall_zurich_switzerland_today_s_building_is_in_noble_german_renaissance_style,Today's building is in noble German renaissance style.
fact_place_place_town_hall_zurich_switzerland_in_the_vestibule_is_a_bust_of_the_poet_and_zurich_state_scribe_gottfried_keller,In the vestibule is a bust of the poet and Zurich state scribe Gottfried Keller.
fact_place_place_town_hall_zurich_switzerland_on_the_upper_floor_is_the_cantonal_council_chamber_also_used_as_the_session_room_by_the_great_city_council,"On the upper floor is the cantonal council chamber, also used as the session room by the great city council."
fact_date_date_1400_1400_1400_the_large_town_hall_was_wooden_at_least_toward_the_small_left_bank_city_in_1400,The large town hall was wooden at least toward the small (left bank) city in 1400.
fact_date_date_1502_1502_1502_the_large_town_hall_was_wooden_until_1502,The large town hall was wooden until 1502.
fact_date_date_1504_1504_1504_in_1504_the_town_hall_received_glass_windows_previously_only_covered_with_cloth,"In 1504 the town hall received glass windows, previously only covered with cloth."
fact_date_date_1694_1694_1694_the_previous_town_hall_building_was_demolished_in_1694,The previous town hall building was demolished in 1694.
fact_place_place_zurich_switzerland_the_tribune_for_the_listeners_is_well_arranged,The tribune for the listeners is well arranged.
fact_place_place_zurich_switzerland_the_town_hall_is_located_in_zurich,The town hall is located in Zurich.
fact_place_place_zurich_switzerland_the_wide_gemüsebrücke_with_its_blue_shaded_market_stalls_leads_the_eye_across_to_the_green_hill_of_lindenhof,The wide Gemüsebrücke with its blue-shaded market stalls leads the eye across to the green hill of Lindenhof.
fact_place_place_zurich_switzerland_the_green_hill_of_lindenhof_has_the_freemason_lodge_and_the_tower_of_st_peter_s_church_with_mighty_clock_faces,The green hill of Lindenhof has the Freemason lodge and the tower of St. Peter's Church with mighty clock faces.
fact_place_place_zurich_switzerland_until_about_the_mid_16th_century_the_clock_faces_of_st_peter_s_church_were_the_only_public_clock_in_zurich,"Until about the mid-16th century, the clock faces of St. Peter's Church were the only public clock in Zurich."
fact_place_place_zurich_switzerland_the_narrow_windowed_narrow_and_tall_houses_of_the_schipfe_are_in_zurich,"The narrow-windowed, narrow and tall houses of the Schipfe are in Zurich."
fact_place_place_zurich_switzerland_the_wühre_has_the_richly_baroque_built_guild_house_zur_meise_representing_bourgeois_nobility_in_sandstone_with_a_wrought_iron_courtyard_gate,"The Wühre has the richly Baroque-built guild house “zur Meise,” representing bourgeois nobility in sandstone with a wrought-iron courtyard gate."
fact_place_place_zurich_switzerland_on_the_left_bank_is_the_slenderly_turreted_fraumünster_church_founded_by_ludwig_the_german_in_853,"On the left bank is the slenderly turreted Fraumünster church, founded by Ludwig the German in 853."
fact_place_place_zurich_switzerland_hans_waldmann_s_tomb_is_in_the_fraumünster_church,Hans Waldmann's tomb is in the Fraumünster church.
fact_place_place_zurich_switzerland_the_old_cloister_architect_was_gull,The old cloister architect was Gull.
fact_place_place_zurich_switzerland_the_friendly_town_hall_is_attached_to_the_fraumünster_church_and_connected_with_the_old_cloister,The friendly town hall is attached to the Fraumünster church and connected with the old cloister.
fact_place_place_zurich_switzerland_the_friendly_town_hall_is_the_central_office_of_municipal_administration,The friendly town hall is the central office of municipal administration.
fact_place_place_zurich_switzerland_the_federal_post_office_is_attached_to_the_fraumünster_church,The federal post office is attached to the Fraumünster church.
fact_place_place_zurich_switzerland_all_these_buildings_are_constructed_from_molasse_sandstone_from_the_bäch_and_bollingen_quarries,All these buildings are constructed from molasse sandstone from the Bäch and Bollingen quarries.
fact_place_place_zurich_switzerland_the_molasse_sandstone_has_a_dark_weathering_color_giving_the_cityscape_a_slightly_melancholic_touch,The molasse sandstone has a dark weathering color giving the cityscape a slightly melancholic touch.
fact_place_place_zurich_switzerland_the_new_prediger_tower_towers_above_the_narrower_cityscape,The new Prediger tower towers above the narrower cityscape.
fact_place_place_zurich_switzerland_the_simple_basilica_of_the_roman_catholic_liebfrauenkirche_has_a_bluntly_squared_campanile_of_dazzling_white_tuff_limestone,The simple basilica of the Roman Catholic Liebfrauenkirche has a bluntly squared campanile of dazzling white tuff limestone.
fact_place_place_zurich_switzerland_the_limmat_river_is_framed_by_industrial_buildings_on_piles_of_the_two_mill_piers,The Limmat river is framed by industrial buildings on piles of the two mill piers.
fact_place_place_zurich_switzerland_the_urania_tower_has_a_cupola_extending_into_a_round_gallery_housing_the_public_observatory_tower,The Urania tower has a cupola extending into a round gallery housing the public observatory tower.
fact_date_date_1846_1846_1846_meyer_von_knonau_wrote_about_the_tribune_for_the_listeners_in_1846,Meyer von Knonau wrote about the tribune for the listeners in 1846.
fact_date_date_853_853_853_the_fraumünster_church_was_founded_by_ludwig_the_german_in_853,The Fraumünster church was founded by Ludwig the German in 853.
fact_date_date_mid_16th_century_1550_1560_until_about_the_mid_16th_century_the_clock_faces_of_st_peter_s_church_were_the_only_public_clock_in_zurich,"Until about the mid-16th century, the clock faces of St. Peter's Church were the only public clock in Zurich."
fact_place_place_münsterbrücke_zurich_switzerland_the_münsterbrücke_was_inaugurated_in_1838,The Münsterbrücke was inaugurated in 1838.
fact_place_place_münsterbrücke_zurich_switzerland_it_spans_the_river_with_four_gently_arched_arches,It spans the river with four gently arched arches.
fact_place_place_münsterbrücke_zurich_switzerland_the_vaults_and_cladding_are_made_of_black_marble_from_the_wallenstadtsee_quarries,The vaults and cladding are made of black marble from the Wallenstadtsee quarries.
fact_place_place_münsterbrücke_zurich_switzerland_the_main_cornice_is_made_from_white_bleached_gotthard_granite_taken_near_mellingen_from_massive_erratic_blocks,The main cornice is made from white-bleached Gotthard granite taken near Mellingen from massive erratic blocks.
fact_place_place_münsterbrücke_zurich_switzerland_the_building_was_commissioned_by_zurich_merchants_under_the_direction_of_engineer_negrelli,The building was commissioned by Zurich merchants under the direction of engineer Negrelli.
fact_place_place_münsterbrücke_zurich_switzerland_it_was_constructed_by_konrad_stadler_and_two_other_zurich_architects,It was constructed by Konrad Stadler and two other Zurich architects.
fact_place_place_walenstadt_st_gallen_switzerland_black_marble_used_for_the_vaults_and_cladding_of_the_münsterbrücke_comes_from_the_wallenstadtsee_quarries,Black marble used for the vaults and cladding of the Münsterbrücke comes from the Wallenstadtsee quarries.
fact_place_place_gotthard_pass_switzerland_the_main_cornice_of_the_münsterbrücke_is_made_from_white_bleached_gotthard_granite,The main cornice of the Münsterbrücke is made from white-bleached Gotthard granite.
fact_place_place_mellingen_aargau_switzerland_the_gotthard_granite_used_for_the_main_cornice_was_taken_near_mellingen_from_massive_erratic_blocks,The Gotthard granite used for the main cornice was taken near Mellingen from massive erratic blocks.
fact_place_place_zurich_switzerland_the_münsterbrücke_was_commissioned_by_zurich_merchants,The Münsterbrücke was commissioned by Zurich merchants.
